county_fips,CountyName,State,total_population,weighted_low_access,weighted_low_income_access
45031,Darlington,SC,12179.0,41.01,12.42
45035,Dorchester,SC,5503.0,20.8,3.8
45039,Fairfield,SC,2217.0,77.2,18.4
45041,Florence,SC,11642.0,78.69,26.16
45045,Greenville,SC,50336.0,55.5,14.27
45047,Greenwood,SC,5756.0,18.0,5.0
45049,Hampton,SC,2394.0,41.7,9.0
45057,Lancaster,SC,5421.0,63.4,7.9
45059,Laurens,SC,5355.0,100.0,20.9
45061,Lee,SC,3774.0,13.3,2.6
45063,Lexington,SC,14244.0,54.85,12.29
45073,Oconee,SC,3798.0,55.8,9.5
45075,Orangeburg,SC,5895.0,18.36,6.78
45077,Pickens,SC,16867.0,53.57,17.59
45079,Richland,SC,61956.0,55.05,13.99
45083,Spartanburg,SC,41439.0,63.24,15.59
45085,Sumter,SC,16652.0,37.06,9.98
45087,Union,SC,2911.0,28.3,10.3
45089,Williamsburg,SC,6374.0,31.54,7.71
45091,York,SC,24161.0,46.39,7.21
46007,Bennett,SD,3571.0,100.0,38.6
46015,Brule,SD,2650.0,75.0,11.5
46017,Buffalo,SD,199.0,75.8,9.4
46019,Butte,SD,2943.0,80.9,12.2
46023,Charles Mix,SD,3031.0,70.6,27.1
46025,Clark,SD,1567.0,100.0,19.7
46031,Corson,SD,3386.0,91.33,40.86
46041,Dewey,SD,3355.0,70.65,21.33
46043,Douglas,SD,3458.0,93.0,13.5
46045,Edmunds,SD,1891.0,100.0,12.5
46049,Faulk,SD,2640.0,99.8,18.0
46053,Gregory,SD,2517.0,61.5,14.9
46063,Harding,SD,1353.0,100.0,21.1
46065,Hughes,SD,236.0,100.0,24.3
46067,Hutchinson,SD,2166.0,78.7,15.9
46069,Hyde,SD,156.0,98.9,27.3
46071,Jackson,SD,2889.0,100.0,37.11
46073,Jerauld,SD,2295.0,100.0,20.6
46081,Lawrence,SD,1446.0,42.3,9.4
46085,Lyman,SD,1333.0,98.2,48.2
46089,McPherson,SD,2904.0,100.0,22.6
46091,Marshall,SD,1061.0,98.0,27.1
46093,Meade,SD,3433.0,65.3,10.6
46095,Mellette,SD,2083.0,100.0,35.8
46099,Minnehaha,SD,11620.0,46.52,8.12
46103,Pennington,SD,6957.0,43.3,10.21
46105,Perkins,SD,3363.0,53.0,9.7
46109,Roberts,SD,2602.0,91.83,21.53
46113,Shannon,SD,12466.0,90.04,47.6
46121,Todd,SD,9050.0,45.8,20.33
46123,Tripp,SD,2691.0,64.7,13.8
46135,Yankton,SD,3177.0,100.0,18.2
46137,Ziebach,SD,1976.0,100.0,47.08
47001,Anderson,TN,6544.0,74.3,13.1
47005,Benton,TN,5852.0,43.67,9.0
47011,Bradley,TN,4923.0,85.93,30.75
47013,Campbell,TN,4943.0,21.9,7.0
47019,Carter,TN,23152.0,30.77,6.0
47021,Cheatham,TN,3450.0,20.0,1.8
47025,Claiborne,TN,3820.0,49.81,12.65
47029,Cocke,TN,10238.0,42.8,9.14
47031,Coffee,TN,4076.0,48.7,16.8
47035,Cumberland,TN,12576.0,22.86,3.41
47037,Davidson,TN,114031.0,59.97,15.73
47045,Dyer,TN,5741.0,53.0,10.5
47051,Franklin,TN,3715.0,21.5,4.8
47059,Greene,TN,9385.0,44.52,9.26
47063,Hamblen,TN,16332.0,19.78,3.05
47065,Hamilton,TN,43304.0,70.46,24.52
47069,Hardeman,TN,3078.0,78.0,17.6
47071,Hardin,TN,5520.0,11.4,1.8
47075,Haywood,TN,2955.0,69.6,15.8
47079,Henry,TN,4051.0,43.2,5.8
47081,Hickman,TN,2177.0,59.9,7.9
47091,Johnson,TN,3855.0,23.9,9.0
47093,Knox,TN,59887.0,66.27,29.62
47099,Lawrence,TN,2375.0,34.3,4.8
47113,Madison,TN,7442.0,47.49,18.4
47125,Montgomery,TN,10414.0,42.35,8.39
47129,Morgan,TN,11183.0,60.78,11.5
47135,Perry,TN,2884.0,50.1,8.8
47137,Pickett,TN,4945.0,33.0,5.3
47143,Rhea,TN,9335.0,31.3,4.5
47145,Roane,TN,4578.0,45.1,8.0
47149,Rutherford,TN,16921.0,13.04,2.54
47151,Scott,TN,2399.0,28.0,8.0
47157,Shelby,TN,168270.0,60.85,18.16
47163,Sullivan,TN,21731.0,69.72,13.98
47165,Sumner,TN,15684.0,26.05,4.41
47167,Tipton,TN,7849.0,39.46,9.43
47177,Warren,TN,4808.0,10.5,1.8
47179,Washington,TN,2767.0,58.9,16.5
47181,Wayne,TN,7509.0,53.76,7.82
47183,Weakley,TN,1523.0,45.4,6.4
47189,Wilson,TN,13066.0,18.96,3.52
48001,Anderson,TX,2353.0,22.6,7.2
48003,Andrews,TX,3519.0,83.2,18.5
48005,Angelina,TX,12369.0,58.56,15.34
48007,Aransas,TX,3646.0,100.0,26.7
48013,Atascosa,TX,5863.0,43.98,13.48
48017,Bailey,TX,6594.0,9.0,1.4
48021,Bastrop,TX,4459.0,14.4,1.9
48025,Bee,TX,17121.0,51.09,13.4
48027,Bell,TX,12740.0,63.21,10.98
48029,Bexar,TX,314782.0,61.36,15.36
48033,Borden,TX,729.0,100.0,14.0
48035,Bosque,TX,4039.0,21.9,3.4
48037,Bowie,TX,14983.0,50.01,13.84
48039,Brazoria,TX,15872.0,62.44,10.47
48041,Brazos,TX,73102.0,62.78,27.44
48043,Brewster,TX,2587.0,53.84,13.26
48045,Briscoe,TX,1790.0,100.0,16.0
48047,Brooks,TX,7976.0,33.57,14.1
48049,Brown,TX,5037.0,45.27,9.75
48053,Burnet,TX,5145.0,100.0,13.4
48055,Caldwell,TX,7524.0,33.91,5.48
48057,Calhoun,TX,7958.0,22.92,4.18
48061,Cameron,TX,85387.0,68.93,26.33
48063,Camp,TX,4734.0,44.8,11.7
48067,Cass,TX,10121.0,30.74,6.6
48073,Cherokee,TX,1626.0,62.5,20.9
48075,Childress,TX,5243.0,18.6,2.8
48079,Cochran,TX,3730.0,21.7,4.5
48081,Coke,TX,1907.0,99.9,14.0
48083,Coleman,TX,3904.0,44.42,6.32
48085,Collin,TX,6510.0,69.6,18.6
48089,Colorado,TX,2234.0,71.3,15.6
48091,Comal,TX,5591.0,15.3,1.8
48093,Comanche,TX,1939.0,70.6,11.3
48099,Coryell,TX,5064.0,41.6,5.5
48101,Cottle,TX,1904.0,99.9,18.4
48113,Dallas,TX,262793.0,55.95,12.96
48115,Dawson,TX,4363.0,16.6,2.6
48117,Deaf Smith,TX,5474.0,77.4,16.9
48125,Dickens,TX,2762.0,18.7,3.0
48127,Dimmit,TX,815.0,97.3,45.5
48131,Duval,TX,3725.0,95.59,30.11
48133,Eastland,TX,4280.0,70.81,11.37
48135,Ector,TX,25538.0,55.73,14.66
48137,Edwards,TX,659.0,83.3,16.4
48139,Ellis,TX,4729.0,25.6,2.5
48141,El Paso,TX,203042.0,61.25,17.15
48143,Erath,TX,3340.0,100.0,24.9
48145,Falls,TX,10268.0,52.63,13.01
48151,Fisher,TX,1904.0,34.6,5.1
48155,Foard,TX,1622.0,100.0,14.3
48157,Fort Bend,TX,11661.0,52.85,14.32
48161,Freestone,TX,5797.0,30.31,5.23
48165,Gaines,TX,5060.0,25.9,5.1
48167,Galveston,TX,26643.0,53.42,13.68
48177,Gonzales,TX,9771.0,46.11,10.86
48179,Gray,TX,1582.0,32.6,8.4
48181,Grayson,TX,4046.0,27.4,4.0
48183,Gregg,TX,16067.0,50.6,11.57
48185,Grimes,TX,2870.0,31.6,4.0
48187,Guadalupe,TX,15490.0,88.45,18.2
48189,Hale,TX,17622.0,56.34,12.93
48191,Hall,TX,1149.0,82.1,23.9
48197,Hardeman,TX,4724.0,25.7,4.9
48199,Hardin,TX,3252.0,88.7,12.2
48201,Harris,TX,440504.0,48.65,12.33
48203,Harrison,TX,5492.0,16.0,2.8
48209,Hays,TX,8439.0,25.25,17.79
48213,Henderson,TX,4677.0,14.9,2.3
48215,Hidalgo,TX,237583.0,59.46,23.83
48219,Hockley,TX,12122.0,56.32,12.77
48221,Hood,TX,4207.0,35.1,3.2
48225,Houston,TX,9556.0,38.98,13.81
48227,Howard,TX,8659.0,41.8,8.25
48229,Hudspeth,TX,3344.0,99.54,35.72
48231,Hunt,TX,17939.0,56.67,13.48
48237,Jack,TX,2604.0,89.5,11.81
48241,Jasper,TX,9638.0,58.9,10.74
48245,Jefferson,TX,28256.0,61.99,22.42
48249,Jim Wells,TX,18026.0,27.51,7.82
48251,Johnson,TX,11150.0,56.01,10.55
48255,Karnes,TX,7412.0,65.7,12.3
48257,Kaufman,TX,4528.0,11.7,1.6
48259,Kendall,TX,5507.0,18.8,2.9
48261,Kenedy,TX,414.0,99.5,15.3
48263,Kent,TX,859.0,97.5,10.0
48265,Kerr,TX,11772.0,58.04,11.86
48269,King,TX,356.0,100.0,20.7
48271,Kinney,TX,3379.0,95.3,22.9
48273,Kleberg,TX,12473.0,59.55,19.64
48277,Lamar,TX,9947.0,30.55,4.06
48283,La Salle,TX,819.0,100.0,38.0
48285,Lavaca,TX,8583.0,34.04,4.14
48289,Leon,TX,6223.0,15.2,2.9
48291,Liberty,TX,13420.0,27.75,6.21
48293,Limestone,TX,3649.0,65.3,17.53
48295,Lipscomb,TX,1240.0,100.0,15.8
48299,Llano,TX,7168.0,53.25,7.76
48303,Lubbock,TX,62412.0,50.01,13.36
48305,Lynn,TX,3606.0,61.68,13.14
48307,McCulloch,TX,1323.0,71.5,16.4
48309,McLennan,TX,50696.0,51.3,16.48
48311,McMullen,TX,851.0,100.0,20.7
48315,Marion,TX,2507.0,23.8,5.3
48323,Maverick,TX,12965.0,54.25,21.47
48325,Medina,TX,4699.0,13.3,2.0
48327,Menard,TX,604.0,61.9,5.5
48329,Midland,TX,8086.0,32.04,7.97
48331,Milam,TX,6916.0,23.2,5.0
48333,Mills,TX,2354.0,57.3,11.6
48335,Mitchell,TX,7754.0,47.6,4.8
48343,Morris,TX,2533.0,27.6,5.9
48347,Nacogdoches,TX,19694.0,38.74,11.57
48351,Newton,TX,11441.0,27.05,5.1
48353,Nolan,TX,5477.0,50.18,14.65
48355,Nueces,TX,29469.0,57.21,20.02
48363,Palo Pinto,TX,5223.0,38.46,8.14
48365,Panola,TX,4653.0,62.4,9.3
48369,Parmer,TX,5261.0,14.2,2.3
48371,Pecos,TX,6430.0,28.2,6.0
48373,Polk,TX,4318.0,27.4,5.9
48375,Potter,TX,27951.0,72.12,21.21
48381,Randall,TX,3885.0,45.8,8.8
48385,Real,TX,3047.0,100.0,21.2
48387,Red River,TX,3706.0,61.31,9.61
48389,Reeves,TX,10595.0,51.03,15.65
48391,Refugio,TX,1098.0,66.6,13.9
48399,Runnels,TX,4772.0,55.52,12.91
48401,Rusk,TX,10015.0,54.37,10.82
48403,Sabine,TX,4753.0,22.4,3.8
48405,San Augustine,TX,5814.0,35.12,5.74
48409,San Patricio,TX,21961.0,20.39,4.08
48411,San Saba,TX,2824.0,26.7,3.7
48415,Scurry,TX,4717.0,13.1,2.8
48419,Shelby,TX,9899.0,42.81,8.49
48423,Smith,TX,15467.0,40.02,10.77
48427,Starr,TX,14717.0,78.22,32.47
48437,Swisher,TX,1545.0,87.6,14.5
48439,Tarrant,TX,173851.0,51.8,12.59
48441,Taylor,TX,19142.0,59.39,11.08
48443,Terrell,TX,1081.0,100.0,25.2
48445,Terry,TX,2761.0,54.1,10.2
48447,Throckmorton,TX,1850.0,100.0,13.5
48449,Titus,TX,10313.0,28.21,6.43
48451,Tom Green,TX,22987.0,53.18,9.64
48453,Travis,TX,126421.0,51.5,10.19
48455,Trinity,TX,2616.0,61.2,10.9
48457,Tyler,TX,8224.0,68.82,12.38
48463,Uvalde,TX,23007.0,37.9,8.57
48465,Val Verde,TX,11346.0,49.5,16.54
48467,Van Zandt,TX,3412.0,28.8,4.9
48469,Victoria,TX,12210.0,71.23,13.89
48471,Walker,TX,9991.0,36.42,19.47
48473,Waller,TX,2763.0,100.0,46.2
48475,Ward,TX,4377.0,23.3,5.6
48479,Webb,TX,47125.0,31.79,9.65
48485,Wichita,TX,24780.0,51.15,12.18
48489,Willacy,TX,2858.0,26.0,9.5
48491,Williamson,TX,9789.0,57.97,8.3
48495,Winkler,TX,3498.0,34.4,6.0
48499,Wood,TX,4531.0,13.0,2.9
48501,Yoakum,TX,5275.0,37.2,5.8
48503,Young,TX,4611.0,11.3,1.7
48505,Zapata,TX,1037.0,94.0,46.9
48507,Zavala,TX,9509.0,38.61,15.99
49001,Beaver,UT,2691.0,32.3,2.9
49005,Cache,UT,2404.0,21.2,1.7
49007,Carbon,UT,8797.0,37.91,5.74
49013,Duchesne,UT,7948.0,43.42,5.88
49015,Emery,UT,986.0,100.0,13.5
49017,Garfield,UT,1325.0,100.0,10.4
49019,Grand,UT,4355.0,33.8,5.1
49021,Iron,UT,6955.0,29.67,7.62
49025,Kane,UT,2109.0,98.8,12.4
49027,Millard,UT,4439.0,22.4,3.4
49031,Piute,UT,1435.0,100.0,16.2
49035,Salt Lake,UT,58279.0,48.86,8.22
49037,San Juan,UT,14413.0,55.01,23.43
49039,Sanpete,UT,3188.0,35.9,4.6
49047,Uintah,UT,4149.0,18.6,5.8
49049,Utah,UT,30635.0,53.92,25.96
49051,Wasatch,UT,33.0,100.0,15.6
49053,Washington,UT,21748.0,54.55,8.48
49055,Wayne,UT,2509.0,100.0,15.4
49057,Weber,UT,32795.0,71.07,18.0
50003,Bennington,VT,5318.0,64.9,13.3
50007,Chittenden,VT,7658.0,48.46,11.44
50009,Essex,VT,1260.0,100.0,19.2
50011,Franklin,VT,7089.0,66.54,9.73
50019,Orleans,VT,12800.0,33.74,4.97
51003,Albemarle,VA,738.0,35.2,16.0
51009,Amherst,VA,4778.0,39.58,6.32
51017,Bath,VA,5048.0,58.6,4.3
51021,Bland,VA,4022.0,44.0,7.3
51023,Botetourt,VA,3415.0,30.5,2.4
51025,Brunswick,VA,3758.0,42.4,6.8
51029,Buckingham,VA,15623.0,10.78,2.38
51031,Campbell,VA,3433.0,22.5,2.0
51033,Caroline,VA,3243.0,25.6,2.5
51035,Carroll,VA,4769.0,25.7,1.8
51037,Charlotte,VA,12472.0,31.6,5.71
51041,Chesterfield,VA,6592.0,77.3,13.41
51045,Craig,VA,5091.0,14.4,1.3
51049,Cumberland,VA,5740.0,19.6,2.9
51053,Dinwiddie,VA,5366.0,43.6,3.6
51059,Fairfax,VA,3059.0,38.1,3.8
51063,Floyd,VA,13874.0,28.11,3.23
51067,Franklin,VA,8918.0,44.7,4.46
51077,Grayson,VA,10087.0,29.61,4.13
51083,Halifax,VA,15666.0,38.75,6.37
51085,Hanover,VA,7520.0,33.5,2.46
51087,Henrico,VA,14400.0,38.08,2.65
51089,Henry,VA,13468.0,50.4,4.77
51091,Highland,VA,2536.0,100.0,12.6
51097,King and Queen,VA,3788.0,17.5,2.2
51117,Mecklenburg,VA,3604.0,34.2,3.2
51121,Montgomery,VA,6980.0,27.0,6.6
51135,Nottoway,VA,9638.0,57.8,9.38
51143,Pittsylvania,VA,14377.0,24.81,3.47
51147,Prince Edward,VA,14495.0,12.07,2.54
51149,Prince George,VA,7342.0,46.1,3.5
51153,Prince William,VA,10154.0,72.23,9.17
51161,Roanoke,VA,7782.0,21.9,3.1
51163,Rockbridge,VA,20808.0,19.68,1.76
51165,Rockingham,VA,3075.0,31.7,2.1
51169,Scott,VA,3881.0,30.7,5.1
51175,Southampton,VA,6418.0,33.37,4.73
51177,Spotsylvania,VA,16577.0,16.55,1.8
51179,Stafford,VA,4909.0,37.4,3.0
51181,Surry,VA,6829.0,22.6,2.54
51183,Sussex,VA,7425.0,44.68,9.0
51185,Tazewell,VA,3343.0,90.4,18.5
51187,Warren,VA,8563.0,45.38,6.46
51191,Washington,VA,6949.0,11.0,0.9
51515,Bedford City,VA,6299.0,9.5,1.7
51520,Bristol,VA,13382.0,54.73,9.76
51550,Chesapeake,VA,6702.0,55.24,11.09
51570,Colonial Heights,VA,2624.0,82.3,5.8
51580,Covington,VA,6303.0,39.54,4.63
51590,Danville,VA,18829.0,27.02,6.3
51620,Franklin City,VA,3820.0,86.1,31.1
51630,Fredericksburg,VA,12000.0,37.62,6.0
51640,Galax,VA,6837.0,29.4,6.0
51650,Hampton,VA,34988.0,37.14,7.24
51660,Harrisonburg,VA,7075.0,17.4,2.5
51670,Hopewell,VA,7206.0,18.55,3.39
51678,Lexington,VA,6867.0,18.2,2.2
51680,Lynchburg,VA,24373.0,43.5,11.21
51685,Manassas Park,VA,5301.0,34.0,2.1
51690,Martinsville,VA,5720.0,60.89,16.99
51700,Newport News,VA,56787.0,30.56,3.83
51710,Norfolk,VA,63087.0,53.84,13.4
51730,Petersburg,VA,20592.0,53.83,13.31
51740,Portsmouth,VA,9918.0,20.18,1.8
51750,Radford,VA,9519.0,14.0,6.9
51760,Richmond City,VA,46687.0,49.93,10.81
51770,Roanoke City,VA,55553.0,50.15,11.01
51775,Salem,VA,10321.0,28.54,2.16
51800,Suffolk,VA,8411.0,62.78,17.45
51810,Virginia Beach,VA,42470.0,47.01,4.79
51830,Williamsburg,VA,2313.0,26.8,6.2
53001,Adams,WA,1895.0,88.2,10.6
53003,Asotin,WA,3190.0,15.7,1.3
53005,Benton,WA,10864.0,25.3,3.44
53007,Chelan,WA,8217.0,66.3,12.3
53009,Clallam,WA,12848.0,72.14,10.81
53011,Clark,WA,17144.0,49.45,10.2
53015,Cowlitz,WA,4509.0,13.3,5.2
53017,Douglas,WA,9841.0,41.87,7.46
53019,Ferry,WA,4416.0,73.71,16.19
53021,Franklin,WA,6810.0,41.1,10.8
53023,Garfield,WA,2397.0,99.13,14.11
53025,Grant,WA,36086.0,47.95,8.45
53027,Grays Harbor,WA,10652.0,34.84,6.73
53029,Island,WA,15148.0,87.04,7.74
53031,Jefferson,WA,2895.0,59.87,9.41
53033,King,WA,86886.0,39.68,5.37
53035,Kitsap,WA,11078.0,41.74,6.27
53037,Kittitas,WA,5929.0,52.5,34.3
53039,Klickitat,WA,19161.0,18.15,3.27
53041,Lewis,WA,18360.0,52.88,8.66
53043,Lincoln,WA,8439.0,78.93,10.46
53045,Mason,WA,9818.0,69.82,8.47
53047,Okanogan,WA,10475.0,22.66,4.65
53049,Pacific,WA,1317.0,70.8,13.1
53051,Pend Oreille,WA,2470.0,60.0,10.4
53053,Pierce,WA,44228.0,53.79,15.46
53057,Skagit,WA,10761.0,30.9,3.84
53061,Snohomish,WA,44855.0,35.03,5.06
53063,Spokane,WA,52444.0,42.25,6.46
53065,Stevens,WA,17342.0,51.32,11.54
53067,Thurston,WA,4561.0,84.9,7.9
53071,Walla Walla,WA,10108.0,39.16,8.16
53073,Whatcom,WA,6410.0,12.2,2.0
53075,Whitman,WA,10315.0,72.99,11.56
53077,Yakima,WA,43173.0,23.18,4.89
54001,Barbour,WV,3467.0,23.8,6.7
54003,Berkeley,WV,21019.0,75.46,8.55
54007,Braxton,WV,5408.0,42.5,10.4
54011,Cabell,WV,2647.0,100.0,76.5
54013,Calhoun,WV,3973.0,44.8,10.2
54015,Clay,WV,3618.0,25.9,8.0
54019,Fayette,WV,8182.0,37.4,9.9
54021,Gilmer,WV,4897.0,13.0,2.5
54023,Grant,WV,3286.0,47.2,9.0
54025,Greenbrier,WV,4137.0,25.5,7.2
54033,Harrison,WV,5870.0,35.34,8.72
54039,Kanawha,WV,13820.0,81.5,20.78
54049,Marion,WV,6506.0,42.21,10.65
54051,Marshall,WV,3522.0,76.01,15.6
54053,Mason,WV,6750.0,20.1,5.1
54055,Mercer,WV,7684.0,17.61,3.55
54059,Mingo,WV,4281.0,12.6,4.7
54061,Monongalia,WV,12334.0,50.81,15.1
54069,Ohio,WV,1596.0,100.0,34.39
54077,Preston,WV,7037.0,28.03,6.15
54081,Raleigh,WV,12262.0,58.95,13.12
54083,Randolph,WV,4461.0,18.7,4.4
54087,Roane,WV,4145.0,26.6,7.5
54097,Upshur,WV,4155.0,36.1,9.1
54103,Wetzel,WV,4406.0,56.2,12.7
55001,Adams,WI,7989.0,20.51,2.3
55003,Ashland,WI,9198.0,55.91,6.3
55007,Bayfield,WI,6383.0,39.78,4.9
55009,Brown,WI,24628.0,45.04,9.47
55013,Burnett,WI,6011.0,24.51,2.38
55019,Clark,WI,8015.0,19.24,2.42
55023,Crawford,WI,2991.0,56.4,9.0
55025,Dane,WI,26113.0,40.76,9.37
55035,Eau Claire,WI,5401.0,73.8,15.1
55037,Florence,WI,2096.0,24.8,2.9
55041,Forest,WI,1444.0,41.5,4.9
55043,Grant,WI,6974.0,35.5,5.58
55049,Iowa,WI,3223.0,22.6,1.9
55053,Jackson,WI,3897.0,14.0,1.4
55057,Juneau,WI,4361.0,67.7,7.8
55059,Kenosha,WI,9156.0,70.41,8.09
55063,La Crosse,WI,5109.0,82.0,18.2
55067,Langlade,WI,14082.0,41.24,4.11
55071,Manitowoc,WI,5581.0,33.2,4.1
55073,Marathon,WI,4832.0,100.0,15.7
55075,Marinette,WI,7984.0,54.87,5.27
55078,Menominee,WI,4562.0,31.5,9.7
55079,Milwaukee,WI,62145.0,72.37,20.49
55081,Monroe,WI,4113.0,26.0,5.2
55083,Oconto,WI,5249.0,37.13,3.54
55085,Oneida,WI,5399.0,15.0,1.0
55087,Outagamie,WI,3267.0,26.2,4.1
55093,Pierce,WI,6559.0,54.46,3.99
55097,Portage,WI,6930.0,27.5,5.4
55099,Price,WI,5337.0,75.32,7.52
55101,Racine,WI,24318.0,59.53,12.2
55103,Richland,WI,2890.0,47.4,6.4
55105,Rock,WI,17468.0,71.73,10.63
55107,Rusk,WI,10960.0,42.1,4.89
55113,Sawyer,WI,7123.0,64.06,7.38
55115,Shawano,WI,3974.0,36.1,3.7
55119,Taylor,WI,2959.0,67.9,10.5
55123,Vernon,WI,12086.0,38.65,6.19
55125,Vilas,WI,4311.0,44.5,3.5
55127,Walworth,WI,9632.0,39.0,13.3
55129,Washburn,WI,8015.0,30.59,2.97
55133,Waukesha,WI,1859.0,100.0,20.7
55139,Winnebago,WI,23358.0,75.83,18.22
56001,Albany,WY,6688.0,93.3,20.03
56013,Fremont,WY,10937.0,22.34,4.08
56015,Goshen,WY,2900.0,59.4,10.7
56021,Laramie,WY,8250.0,71.11,6.86
56025,Natrona,WY,3692.0,70.3,21.6
56027,Niobrara,WY,2407.0,24.2,3.7
